tripduration,starttime,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender,customer_plan
745,2014-04-09 08:27:17,2014-04-09 08:39:42,494,W 26 St & 8 Ave,40.74734825,-73.99723551,447,8 Ave & W 52 St,40.76370739,-73.9851615,21531,Subscriber,1950,male,""
342,2015-12-09 15:33:18,2015-12-09 15:39:01,174,E 25 St & 1 Ave,40.7381765,-73.97738662,491,E 24 St & Park Ave S,40.74096374,-73.98602213,22958,Subscriber,1952,male,""
605,2018-03-06 20:56:00.325,2018-03-06 21:06:05.448,412,Forsyth St & Canal St,40.7158155,-73.99422366,418,Front St & Gold St,40.70224,-73.982578,26711,Subscriber,2001,male,""
1328,2016-02-29 17:28:04,2016-02-29 17:50:12,319,Fulton St & Broadway,40.711066,-74.009447,498,Broadway & W 32 St,40.74854862,-73.98808416,20830,Subscriber,1951,male,""
213,2015-04-04 13:32:48,2015-04-04 13:36:21,502,Henry St & Grand St,40.714215,-73.981346,349,Rivington St & Ridge St,40.71850211,-73.98329859,16413,Subscriber,1952,male,""
1499,2015-10-21 09:16:53,2015-10-21 09:41:52,454,E 51 St & 1 Ave,40.75455731,-73.96592976,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,17648,Subscriber,1947,male,""
484,2017-09-12 19:11:35,2017-09-12 19:19:40,474,5 Ave & E 29 St,40.7451677,-73.98683077,523,W 38 St & 8 Ave,40.75466591,-73.99138152,27910,Subscriber,1951,male,""
1480,2016-05-09 09:58:27,2016-05-09 10:23:07,229,Great Jones St,40.72743423,-73.99379025,417,Barclay St & Church St,40.71291224,-74.01020234,21956,Subscriber,1949,male,""
1689,2017-10-27 16:08:56,2017-10-27 16:37:05,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,3447,E 71 St & 1 Ave,40.76703432309872,-73.95622730255127,31467,Subscriber,1951,male,""
74,2018-03-01 08:00:48.705,2018-03-01 08:02:03.201,266,Avenue D & E 8 St,40.72368361,-73.97574813,394,E 9 St & Avenue C,40.72521311,-73.97768752,16400,Subscriber,1945,male,""
358,2017-10-18 13:49:28,2017-10-18 13:55:26,3461,Murray St & Greenwich St,40.714851505262516,-74.011223316192627,308,St James Pl & Oliver St,40.71307916,-73.99851193,16147,Subscriber,1950,female,""
580,2015-03-26 16:19:00,2015-03-26 16:29:00,280,E 10 St & 5 Ave,40.73331967,-73.99510132,388,W 26 St & 10 Ave,40.74971775,-74.00295035,20187,Subscriber,1949,male,""
167228,2017-08-17 10:31:46,2017-08-19 08:58:54,3061,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,3062,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,16406,Subscriber,1998,unknown,""
391,2015-11-21 13:39:05,2015-11-21 13:45:37,348,W Broadway & Spring St,40.72490985,-74.00154702,382,University Pl & E 14 St,40.73492695,-73.99200509,14725,Subscriber,1952,male,""
283,2017-09-26 20:26:52,2017-09-26 20:31:36,491,E 24 St & Park Ave S,40.74096374,-73.98602213,507,E 25 St & 2 Ave,40.73912601,-73.97973776,20031,Subscriber,1996,male,""
185,2018-05-02 17:24:01.143,2018-05-02 17:27:06.570,3365,3 St & 7 Ave,40.6703837,-73.97839676,3304,6 Ave & 9 St,40.668127,-73.98377641,14937,Subscriber,1999,male,""
240,2017-10-30 19:56:00,2017-10-30 20:00:01,253,W 13 St & 5 Ave,40.73543934,-73.99453948,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,14759,Subscriber,1944,male,""
366,2016-09-14 16:05:02,2016-09-14 16:11:09,386,Centre St & Worth St,40.71494807,-74.00234482,417,Barclay St & Church St,40.71291224,-74.01020234,17594,Subscriber,1950,male,""
136,2015-12-08 12:48:34,2015-12-08 12:50:50,276,Duane St & Greenwich St,40.71748752,-74.0104554,309,Murray St & West St,40.7149787,-74.013012,16970,Subscriber,1952,male,""
1455,2013-09-24 08:35:33,2013-09-24 08:59:48,471,Grand St & Havemeyer St,40.71286844,-73.95698119,320,Church St & Leonard St,40.71743998,-74.00583475,17463,Subscriber,1952,male,""
294,2015-07-04 10:44:44,2015-07-04 10:49:38,346,Bank St & Hudson St,40.73652889,-74.00618026,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,22365,Subscriber,1946,male,""
421,2014-08-11 19:32:36,2014-08-11 19:39:37,147,Greenwich St & Warren St,40.71542197,-74.01121978,360,William St & Pine St,40.70717936,-74.00887308,19330,Subscriber,1996,male,""
694,2017-10-12 14:56:36,2017-10-12 15:08:11,3632,E 12 St & Avenue B,40.728048571362606,-73.978811502456665,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,30417,Subscriber,1997,male,""
736,2014-03-19 17:00:22,2014-03-19 17:12:38,195,Liberty St & Broadway,40.70905623,-74.01043382,195,Liberty St & Broadway,40.70905623,-74.01043382,19078,Subscriber,1951,male,""
502,2017-06-06 20:21:02,2017-06-06 20:29:25,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,17977,Subscriber,1946,female,""
1011,2016-06-24 02:17:35,2016-06-24 02:34:27,453,W 22 St & 8 Ave,40.74475148,-73.99915362,276,Duane St & Greenwich St,40.71748752,-74.0104554,23156,Subscriber,1997,male,""
326,2016-01-12 16:01:20,2016-01-12 16:06:47,3235,E 41 St & Madison Ave,40.752165280621966,-73.979921936988816,485,W 37 St & 5 Ave,40.75038009,-73.98338988,17600,Subscriber,1952,female,""
393,2018-04-02 10:55:11.014,2018-04-02 11:01:44.814,3656,E 2 St & Avenue A,40.723077490686727,-73.985836207866669,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,29315,Subscriber,1996,female,""
963,2017-09-12 08:06:40,2017-09-12 08:22:43,504,1 Ave & E 16 St,40.73221853,-73.98165557,167,E 39 St & 3 Ave,40.7489006,-73.97604882,14658,Subscriber,1949,male,""
873,2016-08-13 13:25:54,2016-08-13 13:40:27,444,Broadway & W 24 St,40.7423543,-73.98915076,491,E 24 St & Park Ave S,40.74096374,-73.98602213,15807,Subscriber,1945,female,""
323,2016-05-24 18:46:06,2016-05-24 18:51:29,303,Mercer St & Spring St,40.72362738,-73.99949601,229,Great Jones St,40.72743423,-73.99379025,18390,Subscriber,1998,female,""
916,2017-04-13 12:37:23,2017-04-13 12:52:40,457,Broadway & W 58 St,40.76695317,-73.98169333,267,Broadway & W 36 St,40.75097711,-73.98765428,27909,Subscriber,1951,female,""
636,2016-03-11 18:23:43,2016-03-11 18:34:20,488,W 39 St & 9 Ave,40.75645824,-73.99372222,442,W 27 St & 7 Ave,40.746647,-73.993915,23823,Subscriber,1951,male,""
1624,2015-12-30 13:14:09,2015-12-30 13:41:14,249,Harrison St & Hudson St,40.71870987,-74.0090009,329,Greenwich St & N Moore St,40.72043411,-74.01020609,24125,Subscriber,1951,male,""
423,2014-02-25 17:19:51,2014-02-25 17:26:54,254,W 11 St & 6 Ave,40.73532427,-73.99800419,503,E 20 St & Park Ave,40.73827428,-73.98751968,19165,Subscriber,1997,female,""
351,2016-08-02 20:26:16,2016-08-02 20:32:08,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3143,5 Ave & E 78 St,40.776828634399678,-73.963887691497789,15367,Subscriber,1938,female,""
317,2017-10-13 21:12:11,2017-10-13 21:17:28,280,E 10 St & 5 Ave,40.73331967,-73.99510132,293,Lafayette St & E 8 St,40.730206605299543,-73.991026282310486,16844,Subscriber,1996,male,""
316,2016-09-29 20:06:55,2016-09-29 20:12:11,3260,Mercer St & Bleecker St,40.727063633483063,-73.996621370315538,151,Cleveland Pl & Spring St,40.722103786686034,-73.997249007225037,22362,Subscriber,1996,male,""
1465,2018-04-09 12:56:33.660,2018-04-09 13:20:59.325,455,1 Ave & E 44 St,40.75001986,-73.96905301,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,31481,Subscriber,1944,male,""
268,2018-05-11 12:20:13.261,2018-05-11 12:24:41.431,483,E 12 St & 3 Ave,40.73223272,-73.98889957,335,Washington Pl & Broadway,40.72903917,-73.99404649,33081,Subscriber,1999,male,""
622,2013-12-18 13:10:41,2013-12-18 13:21:03,357,E 11 St & Broadway,40.73261787,-73.99158043,116,W 17 St & 8 Ave,40.74177603,-74.00149746,15511,Subscriber,1951,male,""
1309,2017-08-07 16:34:35,2017-08-07 16:56:25,3320,Central Park West & W 100 St,40.793393,-73.9635556,3156,E 72 St & York Ave,40.76663814,-73.95348296,15357,Subscriber,2000,female,""
181,2018-04-10 15:36:10.862,2018-04-10 15:39:11.876,3403,4 Ave & 9 St,40.6705135,-73.98876585,3373,3 St & 3 Ave,40.6750705,-73.98775226,33369,Subscriber,1997,male,""
1398,2018-04-16 20:07:02.355,2018-04-16 20:30:21.295,306,Cliff St & Fulton St_1,40.70823502,-74.00530063,3674,Jay St & York St,40.701403172577244,-73.986726701259613,26962,Subscriber,1997,female,""
544,2017-06-01 07:52:53,2017-06-01 08:01:57,3434,W 88 St & West End Ave,40.790254173304191,-73.977183401584611,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,16820,Subscriber,1950,male,""
265,2015-07-01 16:08:40,2015-07-01 16:13:05,334,W 20 St & 7 Ave,40.74238787,-73.99726235,496,E 16 St & 5 Ave,40.73726186,-73.99238967,19128,Subscriber,1948,male,""
551,2016-03-05 14:38:16,2016-03-05 14:47:28,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,146,Hudson St & Reade St,40.71625008,-74.0091059,24189,Subscriber,1943,male,""
723,2017-04-12 10:33:22,2017-04-12 10:45:25,520,W 52 St & 5 Ave,40.75992262,-73.97648516,498,Broadway & W 32 St,40.74854862,-73.98808416,27948,Subscriber,1998,male,""
431,2018-03-16 10:31:59.222,2018-03-16 10:39:10.803,445,E 10 St & Avenue A,40.72740794,-73.98142006,297,E 15 St & 3 Ave,40.734232,-73.986923,19716,Subscriber,1998,male,""
1170,2017-04-28 22:36:19,2017-04-28 22:55:49,466,W 25 St & 6 Ave,40.74395411,-73.99144871,445,E 10 St & Avenue A,40.72740794,-73.98142006,25778,Subscriber,1950,male,""
559,2016-08-29 18:41:09,2016-08-29 18:50:29,474,5 Ave & E 29 St,40.7451677,-73.98683077,488,W 39 St & 9 Ave,40.75645824,-73.99372222,15580,Subscriber,1951,male,""
871,2013-09-28 11:24:19,2013-09-28 11:38:50,529,W 42 St & 8 Ave,40.7575699,-73.99098507,518,E 39 St & 2 Ave,40.74780373,-73.9734419,19367,Subscriber,1950,male,""
1081,2016-07-04 16:02:07,2016-07-04 16:20:08,3182,Yankee Ferry Terminal,40.686931,-74.016966,3254,Soissons Landing,40.69231660719192,-74.014865756034851,23186,Subscriber,1999,male,""
489,2013-11-19 21:22:21,2013-11-19 21:30:30,468,Broadway & W 55 St,40.7652654,-73.98192338,529,W 42 St & 8 Ave,40.7575699,-73.99098507,20817,Subscriber,1952,male,""
826,2017-05-11 08:15:38,2017-05-11 08:29:25,504,1 Ave & E 16 St,40.73221853,-73.98165557,116,W 17 St & 8 Ave,40.74177603,-74.00149746,17956,Subscriber,1999,female,""
147,2016-09-09 15:46:55,2016-09-09 15:49:23,3238,E 80 St & 2 Ave,40.773913902381182,-73.9543953537941,3151,E 81 St & York Ave,40.7728384,-73.94989233,19185,Subscriber,1999,male,""
562,2015-05-28 17:46:48,2015-05-28 17:56:10,462,W 22 St & 10 Ave,40.74691959,-74.00451887,280,E 10 St & 5 Ave,40.73331967,-73.99510132,21016,Subscriber,1998,male,""
2503,2016-02-05 15:34:37,2016-02-05 16:16:20,442,W 27 St & 7 Ave,40.746647,-73.993915,453,W 22 St & 8 Ave,40.74475148,-73.99915362,16600,Subscriber,1952,male,""
615,2016-09-17 19:44:02,2016-09-17 19:54:17,3256,Pier 40 - Hudson River Park,40.7277140777778,-74.011295735836029,146,Hudson St & Reade St,40.71625008,-74.0091059,27046,Subscriber,1999,male,""
680,2016-09-16 11:19:20,2016-09-16 11:30:41,347,Greenwich St & W Houston St,40.728846,-74.008591,458,11 Ave & W 27 St,40.751396,-74.005226,14912,Subscriber,1996,male,""
809,2013-10-11 17:44:05,2013-10-11 17:57:34,79,Franklin St & W Broadway,40.71911552,-74.00666661,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,15015,Subscriber,1945,male,""
772,2018-04-25 13:53:04.320,2018-04-25 14:05:57.230,3260,Mercer St & Bleecker St,40.727063633483063,-73.996621370315538,3461,Murray St & Greenwich St,40.714851505262516,-74.011223316192627,33018,Subscriber,1949,male,""
478,2016-09-07 11:16:47,2016-09-07 11:24:45,405,Washington St & Gansevoort St,40.739323,-74.008119,383,Greenwich Ave & Charles St,40.735238,-74.000271,20858,Subscriber,1949,male,""
490,2014-12-16 12:37:35,2014-12-16 12:45:45,509,9 Ave & W 22 St,40.7454973,-74.00197139,521,8 Ave & W 31 St,40.75044999,-73.99481051,19642,Subscriber,1940,male,""
1084,2013-08-21 15:26:58,2013-08-21 15:45:02,146,Hudson St & Reade St,40.71625008,-74.0091059,330,Reade St & Broadway,40.71450451,-74.00562789,15226,Subscriber,1944,male,""
1222,2017-04-18 16:59:42,2017-04-18 17:20:04,307,Canal St & Rutgers St,40.71427487,-73.98990025,363,West Thames St,40.70834698,-74.01713445,24867,Subscriber,1939,male,""
209,2018-02-22 02:57:02.144,2018-02-22 03:00:31.734,304,Broadway & Battery Pl,40.70463334,-74.01361706,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,15404,Subscriber,1996,male,""
269,2018-04-01 13:28:15.566,2018-04-01 13:32:44.832,406,Hicks St & Montague St,40.69512845,-73.99595065,3402,Court St & State St,40.6902375,-73.99203074,18665,Subscriber,1923,male,""
189,2016-09-20 22:03:37,2016-09-20 22:06:46,529,W 42 St & 8 Ave,40.7575699,-73.99098507,478,11 Ave & W 41 St,40.76030096,-73.99884222,22332,Subscriber,1997,male,""
236,2016-08-29 15:09:52,2016-08-29 15:13:49,386,Centre St & Worth St,40.71494807,-74.00234482,2009,Catherine St & Monroe St,40.71117444,-73.99682619,25246,Subscriber,1997,female,""
1325,2013-08-05 19:19:39,2013-08-05 19:41:44,2005,Railroad Ave & Kay Ave,40.70531194,-73.97100056,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,18828,Subscriber,1947,male,""
1021,2014-04-20 08:21:23,2014-04-20 08:38:24,164,E 47 St & 2 Ave,40.75323098,-73.97032517,403,E 2 St & 2 Ave,40.72502876,-73.99069656,15824,Subscriber,1951,female,""
1550,2017-05-20 16:18:36,2017-05-20 16:44:27,3182,Yankee Ferry Terminal,40.686931,-74.016966,3254,Soissons Landing,40.69231660719192,-74.014865756034851,26760,Subscriber,1951,male,""
109,2017-11-26 10:52:12,2017-11-26 10:54:02,3641,Broadway & W 25 St,40.742868773121117,-73.98918628692627,466,W 25 St & 6 Ave,40.74395411,-73.99144871,16984,Subscriber,1948,male,""
495,2018-05-02 16:31:33.904,2018-05-02 16:39:49.843,265,Stanton St & Chrystie St,40.72229346,-73.99147535,266,Avenue D & E 8 St,40.72368361,-73.97574813,27298,Subscriber,1951,male,""
1050,2018-04-24 15:59:06.954,2018-04-24 16:16:37.046,3472,W 15 St & 10 Ave,40.742753828659026,-74.007473587989807,427,Bus Slip & State St,40.701907,-74.013942,27949,Subscriber,1901,male,""
1412,2014-06-25 09:09:06,2014-06-25 09:32:38,433,E 13 St & Avenue A,40.72955361,-73.98057249,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,21294,Subscriber,1950,female,""
713,2013-08-25 15:49:21,2013-08-25 16:01:14,509,9 Ave & W 22 St,40.7454973,-74.00197139,346,Bank St & Hudson St,40.73652889,-74.00618026,20553,Subscriber,1951,female,""
1217,2016-09-08 11:41:26,2016-09-08 12:01:43,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,3258,W 27 St & 10 Ave,40.750181563256831,-74.002184271812439,22299,Subscriber,1945,male,""
266,2014-12-22 13:23:25,2014-12-22 13:27:51,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,516,E 47 St & 1 Ave,40.75206862,-73.96784384,21661,Subscriber,1949,male,""
944,2017-10-19 09:07:57,2017-10-19 09:23:41,536,1 Ave & E 30 St,40.74144387,-73.97536082,3224,W 13 St & Hudson St,40.73997354103409,-74.005138725042343,14618,Subscriber,1996,female,""
1235,2016-02-08 16:35:35,2016-02-08 16:56:11,357,E 11 St & Broadway,40.73261787,-73.99158043,276,Duane St & Greenwich St,40.71748752,-74.0104554,20769,Subscriber,1951,male,""
750,2017-10-19 17:30:13,2017-10-19 17:42:44,377,6 Ave & Canal St,40.72243797,-74.00566443,497,E 17 St & Broadway,40.73704984,-73.99009296,31325,Subscriber,1997,male,""
779,2016-09-18 15:31:50,2016-09-18 15:44:49,295,Pike St & E Broadway,40.71406667,-73.99293911,534,Water - Whitehall Plaza,40.70255065,-74.0127234,24809,Subscriber,1945,male,""
717,2013-08-16 12:01:50,2013-08-16 12:13:47,482,W 15 St & 7 Ave,40.73935542,-73.99931783,521,8 Ave & W 31 St,40.75044999,-73.99481051,16600,Subscriber,1950,female,""
370,2014-06-14 09:34:49,2014-06-14 09:40:59,442,W 27 St & 7 Ave,40.746647,-73.993915,497,E 17 St & Broadway,40.73704984,-73.99009296,16971,Subscriber,1946,male,""
247,2015-06-15 11:40:00,2015-06-15 11:44:00,167,E 39 St & 3 Ave,40.7489006,-73.97604882,546,E 30 St & Park Ave S,40.74444921,-73.98303529,18797,Subscriber,1999,male,""
625,2016-09-21 12:38:04,2016-09-21 12:48:30,297,E 15 St & 3 Ave,40.734232,-73.986923,472,E 32 St & Park Ave,40.7457121,-73.98194829,23600,Subscriber,1997,male,""
1276,2016-04-08 21:27:38,2016-04-08 21:48:54,388,W 26 St & 10 Ave,40.749717753,-74.002950346,388,W 26 St & 10 Ave,40.749717753,-74.002950346,16586,Subscriber,1952,male,""
626,2017-09-12 11:50:24,2017-09-12 12:00:50,3042,Fulton St & Utica Ave,40.6794268,-73.9298911,3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,18570,Subscriber,1947,male,""
194,2014-12-30 13:35:04,2014-12-30 13:38:18,461,E 20 St & 2 Ave,40.73587678,-73.98205027,297,E 15 St & 3 Ave,40.734232,-73.986923,15982,Subscriber,1935,female,""
1030,2017-04-20 14:38:08,2017-04-20 14:55:19,482,W 15 St & 7 Ave,40.73935542,-73.99931783,379,W 31 St & 7 Ave,40.749156,-73.9916,27616,Subscriber,1949,male,""
497,2016-06-18 11:46:35,2016-06-18 11:54:53,434,9 Ave & W 18 St,40.74317449,-74.00366443,497,E 17 St & Broadway,40.73704984,-73.99009296,20766,Subscriber,1948,male,""
235,2017-04-02 11:00:15,2017-04-02 11:04:11,3165,Central Park West & W 72 St,40.775793766836657,-73.9762057363987,3167,Amsterdam Ave & W 73 St,40.779668090073123,-73.980930447578416,28165,Subscriber,1944,male,""
550,2018-05-14 10:57:23.204,2018-05-14 11:06:33.391,2012,E 27 St & 1 Ave,40.739445,-73.976806,167,E 39 St & 3 Ave,40.7489006,-73.97604882,33441,Subscriber,1951,male,""
499,2016-05-09 17:30:47,2016-05-09 17:39:07,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,379,W 31 St & 7 Ave,40.749156,-73.9916,17715,Subscriber,1996,male,""
1132,2018-04-26 07:17:51.395,2018-04-26 07:36:44.378,3502,Lexington Ave & E 111 St,40.7954121,-73.9441232,3542,Amsterdam Ave & W 119 St,40.8086249,-73.9596214,17519,Subscriber,1996,male,""
1124,2015-01-12 15:21:00,2015-01-12 15:40:00,263,Elizabeth St & Hester St,40.71729,-73.996375,266,Avenue D & E 8 St,40.72368361,-73.97574813,19027,Subscriber,1951,male,""
263,2017-09-26 16:55:15,2017-09-26 16:59:38,474,5 Ave & E 29 St,40.7451677,-73.98683077,466,W 25 St & 6 Ave,40.74395411,-73.99144871,21007,Subscriber,1951,male,""
810,2015-04-24 10:28:12,2015-04-24 10:41:43,432,E 7 St & Avenue A,40.72621788,-73.98379855,474,5 Ave & E 29 St,40.7451677,-73.98683077,18165,Subscriber,1951,male,""
561,2016-02-20 09:59:00,2016-02-20 10:08:22,302,Avenue D & E 3 St,40.72082834,-73.97793172,297,E 15 St & 3 Ave,40.734232,-73.986923,22533,Subscriber,1952,male,""
707,2014-01-15 08:38:43,2014-01-15 08:50:30,312,Allen St & E Houston St,40.722055,-73.989111,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,15382,Subscriber,1948,male,""
743,2015-12-15 07:31:38,2015-12-15 07:44:02,375,Mercer St & Bleecker St,40.72679454,-73.99695094,2012,E 27 St & 1 Ave,40.739445,-73.976806,14635,Subscriber,1947,male,""
1570,2017-06-05 17:14:43,2017-06-05 17:40:54,3173,Riverside Blvd & W 67 St,40.777507027547976,-73.988885879516587,3160,Central Park West & W 76 St,40.77896784,-73.97374737,28446,Subscriber,1946,male,""
542,2015-10-19 20:01:15,2015-10-19 20:10:18,375,Mercer St & Bleecker St,40.72679454,-73.99695094,331,Pike St & Monroe St,40.71173107,-73.99193043,23799,Subscriber,1996,male,""
452,2017-12-04 14:10:31,2017-12-04 14:18:03,312,Allen St & Stanton St,40.722055,-73.989111,268,Howard St & Centre St,40.71910537,-73.99973337,16825,Subscriber,1998,female,""
517,2016-09-08 06:33:57,2016-09-08 06:42:34,3166,Riverside Dr & W 72 St,40.780577990103339,-73.985624313354492,499,Broadway & W 60 St,40.76915505,-73.98191841,22753,Subscriber,1947,male,""
521,2015-04-16 08:49:51,2015-04-16 08:58:32,237,E 11 St & 2 Ave,40.73047309,-73.98672378,358,Christopher St & Greenwich St,40.73291553,-74.00711384,14875,Subscriber,1900,male,""
1587,2017-10-13 21:50:49,2017-10-13 22:17:16,3521,Lenox Ave & W 111 St,40.7987859,-73.9523,3521,Lenox Ave & W 111 St,40.7987859,-73.9523,26567,Subscriber,1999,male,""
733,2015-07-22 17:24:15,2015-07-22 17:36:28,357,E 11 St & Broadway,40.73261787,-73.99158043,306,Cliff St & Fulton St,40.70823502,-74.00530063,22282,Subscriber,1996,male,""
691,2018-05-11 14:07:38.205,2018-05-11 14:19:10.162,3467,W Broadway & Spring Street,40.724946723594158,-74.00165855884552,325,E 19 St & 3 Ave,40.73624527,-73.98473765,18157,Subscriber,1952,male,""
273,2017-06-15 17:23:01,2017-06-15 17:27:34,345,W 13 St & 6 Ave,40.73649403,-73.99704374,285,Broadway & E 14 St,40.73454567,-73.99074142,26626,Subscriber,1997,male,""
442,2018-04-29 16:44:40.410,2018-04-29 16:52:03.208,483,E 12 St & 3 Ave,40.73223272,-73.98889957,317,E 6 St & Avenue B,40.72453734,-73.98185424,31133,Subscriber,1996,male,""
2211,2013-10-23 08:45:50,2013-10-23 09:22:41,216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,442,W 27 St & 7 Ave,40.746647,-73.993915,19802,Subscriber,1952,male,""
758,2018-03-06 09:18:05.220,2018-03-06 09:30:43.253,3294,E 91 St & Park Ave,40.7835016,-73.955327,3231,E 67 St & Park Ave,40.767800801481322,-73.965920805931091,28627,Subscriber,1997,female,""
231,2016-05-15 09:40:15,2016-05-15 09:44:07,453,W 22 St & 8 Ave,40.74475148,-73.99915362,402,Broadway & E 22 St,40.7403432,-73.98955109,22883,Subscriber,1944,female,""
186,2017-07-27 13:38:07,2017-07-27 13:41:14,3361,Carroll St & 6 Ave,40.6740886,-73.9787282,3404,7 St & 5 Ave,40.6704922,-73.98541675,28064,Subscriber,2000,male,""
348,2017-08-11 17:42:17,2017-08-11 17:48:06,3292,5 Ave & E 93 St,40.7857851,-73.957481,3282,5 Ave & E 88 St,40.78307,-73.95939,27351,Subscriber,1952,female,""
165,2017-12-05 17:22:52,2017-12-05 17:25:38,239,Willoughby St & Fleet St,40.69196566,-73.9813018,119,Park Ave & St Edwards St,40.69608941,-73.97803415,25459,Subscriber,1998,male,""
396,2017-09-12 08:55:46,2017-09-12 09:02:22,253,W 13 St & 5 Ave,40.73543934,-73.99453948,470,W 20 St & 8 Ave,40.74345335,-74.00004031,20276,Subscriber,1996,male,""
1429,2017-07-18 00:38:06,2017-07-18 01:01:56,3002,South End Ave & Liberty St,40.711512,-74.015756,467,Dean St & 4 Ave,40.68312489,-73.97895137,28508,Subscriber,1997,male,""
1238,2017-05-23 18:58:28,2017-05-23 19:19:07,3256,Pier 40 - Hudson River Park,40.7277140777778,-74.011295735836029,525,W 34 St & 11 Ave,40.75594159,-74.0021163,15601,Customer,1997,female,""
64,2018-04-19 22:44:56.371,2018-04-19 22:46:00.948,312,Allen St & Stanton St,40.722055,-73.989111,401,Allen St & Rivington St,40.72019576,-73.98997825,26322,Subscriber,1996,male,""
589,2014-06-29 09:45:34,2014-06-29 09:55:23,160,E 37 St & Lexington Ave,40.748238,-73.978311,285,Broadway & E 14 St,40.73454567,-73.99074142,16545,Subscriber,1951,male,""
651,2016-02-04 09:58:59,2016-02-04 10:09:51,79,Franklin St & W Broadway,40.71911552,-74.00666661,363,West Thames St,40.70834698,-74.01713445,16347,Subscriber,1945,male,""
403,2015-03-09 17:15:00,2015-03-09 17:22:00,496,E 16 St & 5 Ave,40.73726186,-73.99238967,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,17053,Subscriber,1996,male,""
1001,2015-11-06 21:42:28,2015-11-06 21:59:10,470,W 20 St & 8 Ave,40.74345335,-74.00004031,514,12 Ave & W 40 St,40.76087502,-74.00277668,21361,Subscriber,1952,male,""
1212,2014-05-28 19:45:45,2014-05-28 20:05:57,237,E 11 St & 2 Ave,40.73047309,-73.98672378,305,E 58 St & 3 Ave,40.76095756,-73.96724467,18399,Subscriber,1952,male,""
607,2017-09-19 16:57:46,2017-09-19 17:07:53,152,Warren St & Church St,40.71473993,-74.00910627,296,Division St & Bowery,40.71413089,-73.9970468,25415,Subscriber,1997,male,""
337,2014-06-30 16:28:33,2014-06-30 16:34:10,304,Broadway & Battery Pl,40.70463334,-74.01361706,195,Liberty St & Broadway,40.70905623,-74.01043382,17216,Subscriber,1950,male,""
245,2018-05-17 12:28:05.909,2018-05-17 12:32:11.779,478,11 Ave & W 41 St,40.76030096,-73.99884222,458,11 Ave & W 27 St,40.751396,-74.005226,15960,Subscriber,1996,male,""
210,2018-03-31 12:12:31.945,2018-03-31 12:16:02.211,403,E 2 St & 2 Ave,40.72502876,-73.99069656,265,Stanton St & Chrystie St,40.72229346,-73.99147535,32470,Subscriber,1952,male,""
245,2013-09-17 08:07:01,2013-09-17 08:11:06,302,Avenue D & E 3 St,40.72082834,-73.97793172,410,Suffolk St & Stanton St,40.72066442,-73.98517977,18081,Subscriber,1996,male,""
1051,2014-03-13 07:24:55,2014-03-13 07:42:26,279,Sands St & Gold St,40.69986937,-73.98271933,412,Forsyth St & Canal St,40.7158155,-73.99422366,19292,Subscriber,1949,male,""
952,2015-04-29 10:44:01,2015-04-29 10:59:53,472,E 32 St & Park Ave,40.7457121,-73.98194829,477,W 41 St & 8 Ave,40.75640548,-73.9900262,17965,Subscriber,1951,male,""
168,2017-12-14 15:50:24,2017-12-14 15:53:12,303,Mercer St & Spring St,40.72362738,-73.99949601,3474,6 Ave & Spring St,40.7252556952547,-74.004120826721191,16310,Subscriber,1999,female,""
299,2016-08-28 15:01:34,2016-08-28 15:06:34,454,E 51 St & 1 Ave,40.75455731,-73.96592976,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,15127,Subscriber,2000,male,""
793,2016-04-26 17:43:19,2016-04-26 17:56:33,474,5 Ave & E 29 St,40.7451677,-73.98683077,450,W 49 St & 8 Ave,40.76227205,-73.98788205,22669,Subscriber,1951,male,""
