tripduration,starttime,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender,customer_plan
371,2016-08-29 14:45:02,2016-08-29 14:51:14,516,E 47 St & 1 Ave,40.75206862,-73.96784384,519,Pershing Square North,40.751873,-73.977706,19100,Subscriber,1947,male,""
1330,2016-02-07 16:02:42,2016-02-07 16:24:52,153,E 40 St & 5 Ave,40.752062307,-73.9816324043,405,Washington St & Gansevoort St,40.739323,-74.008119,19039,Subscriber,1950,male,""
830,2017-12-21 12:24:04,2017-12-21 12:37:55,3168,Central Park West & W 85 St,40.78472675,-73.96961715,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,17434,Subscriber,1947,male,""
555,2017-05-30 11:04:11,2017-05-30 11:13:26,3260,Mercer St & Bleecker St,40.727063633483063,-73.996621370315538,358,Christopher St & Greenwich St,40.73291553,-74.00711384,28401,Subscriber,1996,male,""
328,2016-09-26 12:53:07,2016-09-26 12:58:35,317,E 6 St & Avenue B,40.72453734,-73.98185424,3263,Cooper Square & E 7 St,40.729236499100061,-73.990868031978607,22740,Subscriber,1951,male,""
226,2016-02-04 19:10:49,2016-02-04 19:14:35,345,W 13 St & 6 Ave,40.73649403,-73.99704374,285,Broadway & E 14 St,40.73454567,-73.99074142,15811,Subscriber,1997,male,""
106,2014-02-27 15:29:13,2014-02-27 15:30:59,470,W 20 St & 8 Ave,40.74345335,-74.00004031,116,W 17 St & 8 Ave,40.74177603,-74.00149746,17113,Subscriber,1997,male,""
758,2016-06-22 17:59:41,2016-06-22 18:12:20,253,W 13 St & 5 Ave,40.73543934,-73.99453948,494,W 26 St & 8 Ave,40.74734825,-73.99723551,19069,Subscriber,1949,female,""
1987,2017-06-11 02:56:54,2017-06-11 03:30:01,406,Hicks St & Montague St,40.69512845,-73.99595065,406,Hicks St & Montague St,40.69512845,-73.99595065,26376,Subscriber,1923,male,""
309,2014-01-02 17:58:12,2014-01-02 18:03:21,311,Norfolk St & Broome St,40.7172274,-73.98802084,502,Henry St & Grand St,40.714215,-73.981346,14718,Subscriber,1950,female,""
2699,2015-05-23 18:46:04,2015-05-23 19:31:04,405,Washington St & Gansevoort St,40.739323,-74.008119,495,W 47 St & 10 Ave,40.76269882,-73.99301222,18791,Subscriber,1949,female,""
114,2016-06-09 08:27:49,2016-06-09 08:29:43,195,Liberty St & Broadway,40.70905623,-74.01043382,376,John St & William St,40.70862144,-74.00722156,24919,Subscriber,1997,female,""
1009,2015-11-27 10:00:21,2015-11-27 10:17:11,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,21672,Subscriber,1952,male,""
326,2014-12-15 16:12:21,2014-12-15 16:17:47,153,E 40 St & 5 Ave,40.752062307,-73.9816324043,477,W 41 St & 8 Ave,40.75640548,-73.9900262,18674,Subscriber,1950,male,""
273,2016-06-28 18:06:45,2016-06-28 18:11:19,376,John St & William St,40.70862144,-74.00722156,417,Barclay St & Church St,40.71291224,-74.01020234,23801,Subscriber,1996,male,""
640,2015-07-27 17:13:53,2015-07-27 17:24:33,505,6 Ave & W 33 St,40.74901271,-73.98848395,168,W 18 St & 6 Ave,40.73971301,-73.99456405,22881,Subscriber,1999,female,""
772,2018-01-29 09:47:06.722,2018-01-29 09:59:59.591,443,Bedford Ave & S 9 St,40.70853074,-73.96408963,3068,Humboldt St & Varet St,40.7031724,-73.940636,20744,Subscriber,1997,male,""
721,2014-10-26 07:26:17,2014-10-26 07:38:18,254,W 11 St & 6 Ave,40.73532427,-73.99800419,487,E 20 St & FDR Drive,40.73314259,-73.97573881,18643,Subscriber,1948,male,""
271,2015-11-12 13:31:40,2015-11-12 13:36:12,518,E 39 St & 2 Ave,40.74780373,-73.9734419,546,E 30 St & Park Ave S,40.74444921,-73.98303529,22039,Subscriber,1999,male,""
889,2017-06-09 16:01:42,2017-06-09 16:16:31,3053,Marcy Ave & Lafayette Ave,40.6900815,-73.947915,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,25413,Subscriber,1946,male,""
924,2016-06-08 18:03:56,2016-06-08 18:19:20,3244,University Pl & E 8 St,40.73143724085228,-73.994903415441513,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,23556,Subscriber,1941,male,""
675,2013-11-09 09:44:38,2013-11-09 09:55:53,495,W 47 St & 10 Ave,40.76269882,-73.99301222,152,Warren St & Church St,40.71473993,-74.00910627,17189,Subscriber,1944,male,""
637,2017-10-19 07:59:10,2017-10-19 08:09:47,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,24812,Subscriber,1951,male,""
355,2017-09-08 07:53:06,2017-09-08 07:59:01,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,3223,E 55 St & 3 Ave,40.758996559605116,-73.968653976917267,26631,Subscriber,1952,male,""
1900,2016-06-07 19:04:26,2016-06-07 19:36:06,384,Fulton St & Washington Ave,40.683048,-73.964915,151,Cleveland Pl & Spring St,40.722103786686034,-73.997249007225037,15074,Subscriber,1941,female,""
441,2014-06-04 11:06:17,2014-06-04 11:13:38,257,Lispenard St & Broadway,40.71939226,-74.00247214,263,Elizabeth St & Hester St,40.71729,-73.996375,16690,Subscriber,1948,male,""
211,2014-07-29 14:50:19,2014-07-29 14:53:50,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,21370,Subscriber,1997,male,""
1029,2013-11-21 18:24:12,2013-11-21 18:41:21,147,Greenwich St & Warren St,40.71542197,-74.01121978,300,Shevchenko Pl & E 6 St,40.728145,-73.990214,20194,Subscriber,1948,male,""
530,2015-11-04 16:51:52,2015-11-04 17:00:42,335,Washington Pl & Broadway,40.72903917,-73.99404649,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,17131,Subscriber,1996,male,""
243,2013-09-20 22:58:22,2013-09-20 23:02:25,335,Washington Pl & Broadway,40.72903917,-73.99404649,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,15182,Subscriber,1948,male,""
492,2017-10-30 21:19:50,2017-10-30 21:28:02,301,E 2 St & Avenue B,40.72217444,-73.98368779,280,E 10 St & 5 Ave,40.73331967,-73.99510132,29943,Subscriber,1997,male,""
2827,2016-05-14 17:56:44,2016-05-14 18:43:52,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,22227,Subscriber,1996,female,""
335,2016-01-15 16:50:32,2016-01-15 16:56:07,307,Canal St & Rutgers St,40.71427487,-73.98990025,502,Henry St & Grand St,40.714215,-73.981346,22459,Subscriber,1952,male,""
1165,2015-06-20 16:21:00,2015-06-20 16:40:00,339,Avenue D & E 12 St,40.72580614,-73.97422494,355,Bayard St & Baxter St,40.71602118,-73.99974372,19401,Subscriber,1998,male,""
684,2014-08-26 16:56:39,2014-08-26 17:08:03,496,E 16 St & 5 Ave,40.73726186,-73.99238967,511,E 14 St & Avenue B,40.72938685,-73.97772429,17177,Subscriber,1996,male,""
1046,2017-11-11 16:19:31,2017-11-11 16:36:58,3423,West Drive & Prospect Park West,40.6610633719006,-73.979452550411224,3423,West Drive & Prospect Park West,40.6610633719006,-73.979452550411224,15078,Subscriber,2000,female,""
209,2018-04-18 14:50:19.547,2018-04-18 14:53:49.506,3244,University Pl & E 8 St,40.73143724085228,-73.994903415441513,285,Broadway & E 14 St,40.73454567,-73.99074142,28667,Subscriber,1999,male,""
206,2017-08-30 19:39:58,2017-08-30 19:43:24,253,W 13 St & 5 Ave,40.73543934,-73.99453948,285,Broadway & E 14 St,40.73454567,-73.99074142,27937,Subscriber,1997,male,""
261,2017-09-15 17:17:45,2017-09-15 17:22:07,507,E 25 St & 2 Ave,40.73912601,-73.97973776,2003,1 Ave & E 18 St,40.733812191966315,-73.980544209480286,21521,Subscriber,1997,male,""
669,2018-02-08 15:49:41.827,2018-02-08 16:00:51.619,383,Greenwich Ave & Charles St,40.735238,-74.000271,3474,6 Ave & Spring St,40.7252556952547,-74.004120826721191,33171,Subscriber,1952,female,""
239,2015-09-28 13:25:30,2015-09-28 13:29:30,401,Allen St & Rivington St,40.72019576,-73.98997825,531,Forsyth St & Broome St,40.71893904,-73.99266288,22183,Subscriber,1951,male,""
2536,2016-07-19 16:22:13,2016-07-19 17:04:30,2010,Grand St & Greene St,40.72165481,-74.00234737,401,Allen St & Rivington St,40.72019576,-73.98997825,16991,Subscriber,1999,male,""
436,2018-03-01 18:09:37.291,2018-03-01 18:16:54.018,307,Canal St & Rutgers St,40.71427487,-73.98990025,268,Howard St & Centre St,40.71910537,-73.99973337,33368,Subscriber,1998,male,""
1344,2017-09-21 16:56:43,2017-09-21 17:19:08,3167,Amsterdam Ave & W 73 St,40.779668090073123,-73.980930447578416,3305,E 91 St & 2 Ave,40.781122299341661,-73.949655890464783,27817,Subscriber,1952,male,""
493,2017-05-17 21:08:43,2017-05-17 21:16:56,432,E 7 St & Avenue A,40.72621788,-73.98379855,285,Broadway & E 14 St,40.73454567,-73.99074142,18300,Subscriber,1996,male,""
304,2017-11-15 09:24:09,2017-11-15 09:29:14,3435,Grand St & Elizabeth St,40.718822,-73.99596,296,Division St & Bowery,40.71413089,-73.9970468,26539,Subscriber,1996,female,""
875,2016-03-11 09:42:51,2016-03-11 09:57:26,492,W 33 St & 7 Ave,40.75019995,-73.99093085,519,Pershing Square North,40.751873,-73.977706,18592,Subscriber,1946,male,""
499,2016-09-05 12:21:45,2016-09-05 12:30:05,342,Columbia St & Rivington St,40.71739973,-73.98016555,263,Elizabeth St & Hester St,40.717590818059804,-73.996224403381348,25285,Subscriber,1952,male,""
288,2016-06-23 23:43:36,2016-06-23 23:48:24,531,Forsyth St & Broome St,40.71893904,-73.99266288,350,Clinton St & Grand St,40.71559509,-73.9870295,20140,Subscriber,1952,male,""
476,2015-09-15 13:56:02,2015-09-15 14:03:59,360,William St & Pine St,40.70717936,-74.00887308,355,Bayard St & Baxter St,40.71602118,-73.99974372,19345,Subscriber,1932,female,""
825,2014-08-15 23:00:56,2014-08-15 23:14:41,355,Bayard St & Baxter St,40.71602118,-73.99974372,350,Clinton St & Grand St,40.71559509,-73.9870295,16580,Subscriber,1947,male,""
874,2016-08-13 12:48:53,2016-08-13 13:03:28,342,Columbia St & Rivington St,40.71739973,-73.98016555,382,University Pl & E 14 St,40.73492695,-73.99200509,25936,Subscriber,1948,female,""
376,2016-03-14 15:50:18,2016-03-14 15:56:35,355,Bayard St & Baxter St,40.71602118,-73.99974372,128,MacDougal St & Prince St,40.72710258,-74.00297088,24316,Subscriber,1948,male,""
778,2015-11-07 14:12:19,2015-11-07 14:25:18,330,Reade St & Broadway,40.71450451,-74.00562789,237,E 11 St & 2 Ave,40.73047309,-73.98672378,21367,Subscriber,1996,female,""
141,2017-07-13 19:13:02,2017-07-13 19:15:24,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,3238,E 80 St & 2 Ave,40.773913902381182,-73.9543953537941,27677,Subscriber,1998,male,""
1107,2017-04-22 10:46:09,2017-04-22 11:04:36,498,Broadway & W 32 St,40.74854862,-73.98808416,444,Broadway & W 24 St,40.7423543,-73.98915076,29695,Customer,1999,female,""
1136,2017-07-13 12:31:52,2017-07-13 12:50:49,303,Mercer St & Spring St,40.72362738,-73.99949601,461,E 20 St & 2 Ave,40.73587678,-73.98205027,18257,Subscriber,1949,male,""
794,2018-03-05 18:50:03.414,2018-03-05 19:03:18.079,3443,W 52 St & 6 Ave,40.76132983124814,-73.979820013046265,3166,Riverside Dr & W 72 St,40.780577990103339,-73.985624313354492,19162,Subscriber,1949,male,""
2395,2015-12-13 16:46:59,2015-12-13 17:26:54,3145,E 84 St & Park Ave,40.77862688,-73.95772073,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,15829,Subscriber,1999,male,""
922,2015-11-28 15:54:42,2015-11-28 16:10:05,238,Bank St & Washington St,40.7361967,-74.00859207,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,18992,Subscriber,1940,male,""
1195,2017-04-28 16:32:55,2017-04-28 16:52:51,305,E 58 St & 3 Ave,40.76095756,-73.96724467,3125,45 Rd & 11 St,40.74708586,-73.94977234,21414,Subscriber,1952,male,""
670,2017-06-24 16:24:30,2017-06-24 16:35:40,127,Barrow St & Hudson St,40.73172428,-74.00674436,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,28373,Subscriber,1996,female,""
134,2015-11-28 14:53:08,2015-11-28 14:55:23,417,Barclay St & Church St,40.71291224,-74.01020234,147,Greenwich St & Warren St,40.71542197,-74.01121978,15032,Subscriber,1947,male,""
1343,2016-03-08 15:00:47,2016-03-08 15:23:11,501,FDR Drive & E 35 St,40.744219,-73.97121214,340,Madison St & Clinton St,40.71269042,-73.98776323,22938,Subscriber,1949,female,""
384,2016-09-16 08:29:42,2016-09-16 08:36:06,302,Avenue D & E 3 St,40.72082834,-73.97793172,311,Norfolk St & Broome St,40.7172274,-73.98802084,26929,Subscriber,1996,male,""
376,2017-05-31 17:35:23,2017-05-31 17:41:40,406,Hicks St & Montague St,40.69512845,-73.99595065,3402,Court St & State St,40.6902375,-73.99203074,27820,Subscriber,1949,male,""
538,2014-05-01 13:57:50,2014-05-01 14:06:48,271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,279,Sands St & Gold St,40.69986937,-73.98271933,14857,Subscriber,1996,male,""
256,2017-11-19 16:04:53,2017-11-19 16:09:09,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,3263,Cooper Square & Astor Pl,40.729514962249489,-73.990752696990967,28124,Subscriber,1997,male,""
649,2017-10-27 18:33:55,2017-10-27 18:44:44,434,9 Ave & W 18 St,40.74317449,-74.00366443,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,30779,Subscriber,1946,female,""
528,2015-02-10 18:59:00,2015-02-10 19:08:00,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,509,9 Ave & W 22 St,40.7454973,-74.00197139,19886,Subscriber,1951,male,""
296,2014-07-14 12:31:07,2014-07-14 12:36:03,363,West Thames St,40.70834698,-74.01713445,534,Water - Whitehall Plaza,40.70255065,-74.0127234,16818,Subscriber,1945,male,""
920,2014-08-27 23:24:15,2014-08-27 23:39:35,432,E 7 St & Avenue A,40.72621788,-73.98379855,358,Christopher St & Greenwich St,40.73291553,-74.00711384,15158,Subscriber,1996,male,""
453,2016-06-21 15:08:06,2016-06-21 15:15:40,472,E 32 St & Park Ave,40.7457121,-73.98194829,285,Broadway & E 14 St,40.73454567,-73.99074142,25435,Subscriber,1949,male,""
330,2014-12-10 12:41:43,2014-12-10 12:47:13,247,Perry St & Bleecker St,40.73535398,-74.00483091,280,E 10 St & 5 Ave,40.73331967,-73.99510132,15173,Subscriber,1950,male,""
935,2017-06-16 21:17:17,2017-06-16 21:32:53,3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,492,W 33 St & 7 Ave,40.75019995,-73.99093085,28879,Subscriber,1997,male,""
644,2015-03-11 06:45:00,2015-03-11 06:56:00,461,E 20 St & 2 Ave,40.73587678,-73.98205027,519,Pershing Square North,40.751873,-73.977706,15950,Subscriber,1998,male,""
972,2017-04-11 17:49:02,2017-04-11 18:05:15,282,Kent Ave & S 11 St,40.707644944175705,-73.968415260314941,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,18785,Subscriber,1948,male,""
104,2016-07-06 17:33:25,2016-07-06 17:35:10,351,Front St & Maiden Ln,40.70530954,-74.00612572,337,Old Slip & Front St,40.7037992,-74.00838676,15605,Subscriber,1947,male,""
406,2017-08-09 23:13:55,2017-08-09 23:20:41,348,W Broadway & Spring St,40.72490985,-74.00154702,531,Forsyth St & Broome St,40.71893904,-73.99266288,17149,Subscriber,1997,female,""
808,2014-03-14 08:54:31,2014-03-14 09:07:59,492,W 33 St & 7 Ave,40.75019995,-73.99093085,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,17441,Subscriber,1952,male,""
680,2015-11-28 12:43:10,2015-11-28 12:54:30,3176,W 64 St & West End Ave,40.77452835,-73.98753759,488,W 39 St & 9 Ave,40.75645824,-73.99372222,17166,Subscriber,1948,male,""
321,2013-10-23 17:51:13,2013-10-23 17:56:34,337,Old Slip & Front St,40.7037992,-74.00838676,316,Fulton St & William St,40.70955958,-74.00653609,14790,Subscriber,1951,male,""
548,2013-11-18 20:02:23,2013-11-18 20:11:31,493,W 45 St & 6 Ave,40.7568001,-73.98291153,160,E 37 St & Lexington Ave,40.748238,-73.978311,14926,Subscriber,1948,male,""
365,2015-10-22 09:43:08,2015-10-22 09:49:14,483,E 12 St & 3 Ave,40.73223272,-73.98889957,345,W 13 St & 6 Ave,40.73649403,-73.99704374,17078,Subscriber,1996,female,""
98,2016-05-28 19:36:59,2016-05-28 19:38:37,79,Franklin St & W Broadway,40.71911552,-74.00666661,257,Lispenard St & Broadway,40.71939226,-74.00247214,22464,Subscriber,1951,male,""
290,2016-03-14 08:00:37,2016-03-14 08:05:28,3151,E 81 St & York Ave,40.7728384,-73.94989233,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,22212,Subscriber,1941,male,""
1952,2016-04-05 13:58:22,2016-04-05 14:30:55,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,15267,Subscriber,1946,male,""
2625,2016-08-04 18:11:19,2016-08-04 18:55:05,468,Broadway & W 55 St,40.7652654,-73.98192338,265,Stanton St & Chrystie St,40.72229346,-73.99147535,25702,Subscriber,1951,male,""
521,2017-07-26 12:10:28,2017-07-26 12:19:10,330,Reade St & Broadway,40.71450451,-74.00562789,3427,Lafayette St & Jersey St,40.724305272503322,-73.996009826660156,25416,Subscriber,1948,male,""
282,2017-04-21 12:40:04,2017-04-21 12:44:47,3244,University Pl & E 8 St,40.73143724085228,-73.994903415441513,483,E 12 St & 3 Ave,40.73223272,-73.98889957,19267,Subscriber,1998,male,""
391,2018-01-11 12:43:08.348,2018-01-11 12:49:39.476,328,Watts St & Greenwich St,40.72405549,-74.00965965,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,14771,Subscriber,1951,male,""
4042,2018-03-11 11:44:06.044,2018-03-11 12:51:28.699,3323,W 106 St & Central Park West,40.7981856,-73.9605909006,308,St James Pl & Oliver St,40.71307916,-73.99851193,17189,Subscriber,1952,female,""
460,2015-09-22 09:08:39,2015-09-22 09:16:19,330,Reade St & Broadway,40.71450451,-74.00562789,377,6 Ave & Canal St,40.72243797,-74.00566443,23532,Subscriber,1952,male,""
525,2017-07-18 19:07:30,2017-07-18 19:16:15,448,W 37 St & 10 Ave,40.75660359,-73.9979009,449,W 52 St & 9 Ave,40.76461837,-73.98789473,15431,Subscriber,1947,male,""
279,2017-10-08 14:39:04,2017-10-08 14:43:43,3454,Leonard St & Maujer St,40.7103685423523,-73.947059512138367,3080,S 4 St & Rodney St,40.70934,-73.95608,21077,Subscriber,1996,male,""
277,2018-05-23 18:48:02.935,2018-05-23 18:52:40.774,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,32204,Subscriber,1952,male,""
618,2014-12-10 18:50:33,2014-12-10 19:00:51,268,Howard St & Centre St,40.71910537,-73.99973337,417,Barclay St & Church St,40.71291224,-74.01020234,18870,Subscriber,1950,female,""
1301,2015-01-22 16:22:00,2015-01-22 16:43:00,417,Barclay St & Church St,40.71291224,-74.01020234,521,8 Ave & W 31 St,40.75044999,-73.99481051,16201,Subscriber,1950,male,""
421,2016-06-02 15:26:45,2016-06-02 15:33:46,444,Broadway & W 24 St,40.7423543,-73.98915076,497,E 17 St & Broadway,40.73704984,-73.99009296,14581,Subscriber,1942,female,""
347,2015-10-22 13:51:38,2015-10-22 13:57:26,486,Broadway & W 29 St,40.7462009,-73.98855723,435,W 21 St & 6 Ave,40.74173969,-73.99415556,23450,Subscriber,1997,male,""
500,2016-04-07 11:30:20,2016-04-07 11:38:41,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,15803,Subscriber,1952,male,""
245,2014-10-22 17:36:33,2014-10-22 17:40:38,294,Washington Square E,40.73049393,-73.9957214,368,Carmine St & 6 Ave,40.73038599,-74.00214988,17886,Subscriber,1997,male,""
1683,2014-09-30 07:47:37,2014-09-30 08:15:40,280,E 10 St & 5 Ave,40.73331967,-73.99510132,499,Broadway & W 60 St,40.76915505,-73.98191841,18854,Subscriber,1996,female,""
863,2017-07-25 07:03:08,2017-07-25 07:17:31,342,Columbia St & Rivington St,40.71739973,-73.98016555,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,21709,Subscriber,1947,female,""
1536,2017-07-30 13:43:25,2017-07-30 14:09:02,3165,Central Park West & W 72 St,40.775793766836657,-73.9762057363987,499,Broadway & W 60 St,40.76915505,-73.98191841,21481,Customer,1999,female,""
215,2018-01-08 15:15:08.168,2018-01-08 15:18:43.297,3159,W 67 St & Broadway,40.77492513,-73.98266566,3173,Riverside Blvd & W 67 St,40.777507027547976,-73.988885879516587,15933,Subscriber,1999,male,""
904,2016-07-11 15:50:33,2016-07-11 16:05:38,305,E 58 St & 3 Ave,40.76095756,-73.96724467,465,Broadway & W 41 St,40.75513557,-73.98658032,19770,Subscriber,1950,male,""
324,2016-03-20 16:47:55,2016-03-20 16:53:19,3231,E 67 St & Park Ave,40.767800801481322,-73.965920805931091,3142,1 Ave & E 62 St,40.7612274,-73.96094022,22182,Subscriber,1952,male,""
1381,2018-05-08 19:00:25.338,2018-05-08 19:23:26.681,394,E 9 St & Avenue C,40.72521311,-73.97768752,442,W 27 St & 7 Ave,40.746647,-73.993915,26851,Subscriber,1996,female,""
299,2016-09-02 10:52:38,2016-09-02 10:57:38,3002,South End Ave & Liberty St,40.711512,-74.015756,316,Fulton St & William St,40.70955958,-74.00653609,26788,Subscriber,2000,male,""
2052,2013-08-21 09:21:29,2013-08-21 09:55:41,334,W 20 St & 7 Ave,40.74238787,-73.99726235,195,Liberty St & Broadway,40.70905623,-74.01043382,17126,Subscriber,1951,female,""
1305,2018-03-02 09:50:01.383,2018-03-02 10:11:46.946,433,E 13 St & Avenue A,40.72955361,-73.98057249,490,8 Ave & W 33 St,40.751551,-73.993934,18151,Subscriber,1997,female,""
448,2015-07-14 10:12:31,2015-07-14 10:19:59,257,Lispenard St & Broadway,40.71939226,-74.00247214,296,Division St & Bowery,40.71413089,-73.9970468,22532,Subscriber,1948,male,""
2636,2013-12-27 19:05:29,2013-12-27 19:49:25,480,W 53 St & 10 Ave,40.76669671,-73.99061728,2010,Grand St & Greene St,40.72165481,-74.00234737,20570,Subscriber,1949,female,""
400,2015-10-05 12:44:31,2015-10-05 12:51:12,301,E 2 St & Avenue B,40.72217444,-73.98368779,237,E 11 St & 2 Ave,40.73047309,-73.98672378,17910,Subscriber,1997,female,""
927,2014-10-08 19:03:33,2014-10-08 19:19:00,330,Reade St & Broadway,40.71450451,-74.00562789,310,State St & Smith St,40.68926942,-73.98912867,19509,Subscriber,1941,male,""
738,2016-09-16 17:49:34,2016-09-16 18:01:53,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,515,W 43 St & 10 Ave,40.76009437,-73.99461843,25992,Subscriber,1949,male,""
1227,2014-09-11 08:29:47,2014-09-11 08:50:14,467,Dean St & 4 Ave,40.68312489,-73.97895137,387,Centre St & Chambers St,40.71273266,-74.0046073,19607,Subscriber,1952,male,""
635,2016-02-26 14:29:19,2016-02-26 14:39:54,441,E 52 St & 2 Ave,40.756014,-73.967416,519,Pershing Square North,40.751873,-73.977706,24053,Subscriber,1952,female,""
385,2014-12-18 16:44:39,2014-12-18 16:51:04,391,Clark St & Henry St,40.69760127,-73.99344559,406,Hicks St & Montague St,40.69512845,-73.99595065,19379,Subscriber,1946,male,""
856,2016-09-22 11:20:57,2016-09-22 11:35:14,509,9 Ave & W 22 St,40.7454973,-74.00197139,254,W 11 St & 6 Ave,40.73532427,-73.99800419,24014,Subscriber,1946,female,""
230,2017-05-10 08:39:13,2017-05-10 08:43:03,3072,Leonard St & Boerum St,40.70583339,-73.94644578,3074,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,28674,Subscriber,1997,female,""
648,2018-03-28 09:15:04.491,2018-03-28 09:25:52.743,3323,W 106 St & Central Park West,40.7981856,-73.9605909006,3529,Lenox Ave & W 130 St,40.8107922,-73.9430681,30800,Subscriber,1950,male,""
1278,2016-05-23 17:45:09,2016-05-23 18:06:28,2010,Grand St & Greene St,40.72165481,-74.00234737,402,Broadway & E 22 St,40.7403432,-73.98955109,18292,Subscriber,1952,male,""
463,2015-11-17 13:41:50,2015-11-17 13:49:34,306,Cliff St & Fulton St,40.70823502,-74.00530063,386,Centre St & Worth St,40.71494807,-74.00234482,23360,Subscriber,1951,male,""
1467,2015-07-08 21:10:47,2015-07-08 21:35:14,509,9 Ave & W 22 St,40.7454973,-74.00197139,411,E 6 St & Avenue D,40.72228087,-73.97668709,17216,Subscriber,1951,male,""
352,2013-10-02 23:01:02,2013-10-02 23:06:54,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,254,W 11 St & 6 Ave,40.73532427,-73.99800419,17302,Subscriber,1946,male,""
541,2016-07-06 19:20:08,2016-07-06 19:29:09,377,6 Ave & Canal St,40.72243797,-74.00566443,254,W 11 St & 6 Ave,40.73532427,-73.99800419,18289,Subscriber,1952,male,""
255,2015-12-07 11:26:55,2015-12-07 11:31:10,3162,W 78 St & Broadway,40.78339981,-73.98093133,3166,Riverside Dr & W 72 St,40.780577990103339,-73.985624313354492,19506,Subscriber,1996,female,""
215,2015-06-16 13:46:00,2015-06-16 13:49:00,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,415,Pearl St & Hanover Square,40.7047177,-74.00926027,18257,Subscriber,1948,female,""
1118,2018-03-03 12:35:02.442,2018-03-03 12:53:41.297,238,Bank St & Washington St,40.7361967,-74.00859207,492,W 33 St & 7 Ave,40.75019995,-73.99093085,18140,Subscriber,1940,male,""
499,2015-08-02 11:54:09,2015-08-02 12:02:28,528,2 Ave & E 31 St,40.74290902,-73.97706058,516,E 47 St & 1 Ave,40.75206862,-73.96784384,15232,Subscriber,1944,female,""
1223,2013-09-19 12:36:02,2013-09-19 12:56:25,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,263,Elizabeth St & Hester St,40.71729,-73.996375,15678,Subscriber,1942,male,""
1045,2018-05-06 16:26:07.148,2018-05-06 16:43:32.478,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,3165,Central Park West & W 72 St,40.775793766836657,-73.9762057363987,30209,Subscriber,1945,male,""
9847,2017-09-23 20:08:18,2017-09-23 22:52:26,3342,Pioneer St & Richards St,40.6777748,-74.0094613,3342,Pioneer St & Richards St,40.6777748,-74.0094613,25818,Subscriber,1999,male,""
894,2013-10-14 09:13:14,2013-10-14 09:28:08,454,E 51 St & 1 Ave,40.75455731,-73.96592976,137,E 56 St & Madison Ave,40.761628,-73.972924,19898,Subscriber,1951,female,""
1205,2014-03-11 09:44:19,2014-03-11 10:04:24,150,E 2 St & Avenue C,40.7208736,-73.98085795,485,W 37 St & 5 Ave,40.75038009,-73.98338988,18869,Subscriber,1900,male,""
415,2017-07-10 07:35:17,2017-07-10 07:42:13,504,1 Ave & E 16 St,40.73221853,-73.98165557,253,W 13 St & 5 Ave,40.73543934,-73.99453948,28513,Subscriber,1996,female,""
106,2017-05-18 17:25:24,2017-05-18 17:27:11,164,E 47 St & 2 Ave,40.75323098,-73.97032517,440,E 45 St & 3 Ave,40.75255434,-73.97282625,18804,Subscriber,1951,male,""
